UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air temperature [K]_rollmean_5,Air temperature [K]_rollstd_5,Air temperature [K]_rollvar_5,Air temperature [K]_rollmean_10,Air temperature [K]_rollstd_10,Air temperature [K]_rollvar_10,Process temperature [K]_rollmean_5,Process temperature [K]_rollstd_5,Process temperature [K]_rollvar_5,Process temperature [K]_rollmean_10,Process temperature [K]_rollstd_10,Process temperature [K]_rollvar_10,Rotational speed [rpm]_rollmean_5,Rotational speed [rpm]_rollstd_5,Rotational speed [rpm]_rollvar_5,Rotational speed [rpm]_rollmean_10,Rotational speed [rpm]_rollstd_10,Rotational speed [rpm]_rollvar_10,Torque [Nm]_rollmean_5,Torque [Nm]_rollstd_5,Torque [Nm]_rollvar_5,Torque [Nm]_rollmean_10,Torque [Nm]_rollstd_10,Torque [Nm]_rollvar_10,Tool wear [min]_rollmean_5,Tool wear [min]_rollstd_5,Tool wear [min]_rollvar_5,Tool wear [min]_rollmean_10,Tool wear [min]_rollstd_10,Tool wear [min]_rollvar_10,Air temperature [K]_rollmin_5,Air temperature [K]_rollmax_5,Air temperature [K]_rollmin_10,Air temperature [K]_rollmax_10,Process temperature [K]_rollmin_5,Process temperature [K]_rollmax_5,Process temperature [K]_rollmin_10,Process temperature [K]_rollmax_10,Rotational speed [rpm]_rollmin_5,Rotational speed [rpm]_rollmax_5,Rotational speed [rpm]_rollmin_10,Rotational speed [rpm]_rollmax_10,Torque [Nm]_rollmin_5,Torque [Nm]_rollmax_5,Torque [Nm]_rollmin_10,Torque [Nm]_rollmax_10,Tool wear [min]_rollmin_5,Tool wear [min]_rollmax_5,Tool wear [min]_rollmin_10,Tool wear [min]_rollmax_10
4409,L51588,L,302.4,310.1,2009,18.9,59,0,0,0,0,0,0,302.4,0.07071067827161867,0.005000000021632364,302.34,0.0843274042639202,0.007111111109890628,310.2,0.07071067815908341,0.005000000005717476,310.15,0.08498365857749926,0.007222222225216963,1509.0,286.78127553938936,82243.49999999917,1491.3,207.42980070911128,43027.122222221624,44.839999999999996,15.592882991929434,243.13800000000222,43.209999999999994,12.297014091052967,151.2165555555552,54.8,3.4928498393138203,12.199999999994581,47.3,9.068259663959903,82.23333333300216,302.3,302.5,302.2,302.5,310.1,310.3,310.0,310.3,1326.0,2009.0,1326.0,2009.0,18.9,58.5,18.9,58.5,50.0,59.0,34.0,59.0
4410,M19269,M,302.4,310.1,1358,54.6,61,1,0,1,0,0,0,302.4,0.07071067827161867,0.005000000021632364,302.35,0.08498365855273932,0.0072222222210085825,310.18,0.08366600268702602,0.0070000000056254464,310.15,0.08498365857749926,0.007222222225216963,1483.6,294.9462662926913,86993.29999999917,1461.8,202.80357217980287,41129.28888888851,46.58,16.213790426670823,262.8870000000024,45.7,11.766997162497383,138.46222222222144,57.0,3.1622776601675233,9.999999999994586,50.0,8.679477710842436,75.33333333301064,302.3,302.5,302.2,302.5,310.1,310.3,310.0,310.3,1326.0,2009.0,1326.0,2009.0,18.9,58.5,18.9,58.5,53.0,61.0,36.0,61.0
4411,L51590,L,302.5,310.2,1586,32.2,64,0,0,0,0,0,0,302.41999999999996,0.08366600278365245,0.00700000002179414,302.37,0.09486832979873054,0.008999999998800705,310.18,0.08366600268702602,0.0070000000056254464,310.15999999999997,0.08432740428912824,0.007111111114142084,1534.6,283.7988724431427,80541.79999999919,1485.1,202.29870653730367,40924.76666666612,43.92,17.477042083831066,305.4470000000021,43.83,12.321620564411683,151.8223333333329,59.2,3.4928498393138203,12.199999999994581,52.8,8.162243700227794,66.62222222190832,302.3,302.5,302.2,302.5,310.1,310.3,310.0,310.3,1326.0,2009.0,1326.0,2009.0,18.9,58.5,18.9,58.5,55.0,64.0,38.0,64.0
4412,L51591,L,302.5,310.3,1688,31.6,66,0,0,0,0,0,0,302.41999999999996,0.08366600278365245,0.00700000002179414,302.4,0.08164965808556489,0.006666666665489651,310.17999999999995,0.08366600268702602,0.0070000000056254464,310.19,0.07378647875853109,0.0054444444475831594,1607.0,262.66708967816885,68993.9999999992,1507.1,211.96406928219216,44928.76666666596,38.54,15.939510657482606,254.06800000000155,42.63,12.916488170809682,166.83566666666644,61.4,3.6469165057613506,13.29999999999458,55.6,7.275529763050123,52.93333333302818,302.3,302.5,302.3,302.5,310.1,310.3,310.1,310.3,1358.0,2009.0,1326.0,2009.0,18.9,55.4,18.9,58.5,57.0,66.0,43.0,66.0
4413,L51592,L,302.6,310.5,1450,43.2,68,0,0,0,0,0,0,302.48,0.08366600278656203,0.0070000000222810044,302.42999999999995,0.0948683297989862,0.008999999998849212,310.24,0.1673320053244359,0.028000000005897044,310.22,0.12292725944377592,0.015111111114357395,1618.2,252.30378514798227,63657.199999999204,1501.5,212.73470698396838,45256.055555554885,36.10000000000001,13.453252394867247,180.99000000000132,43.57,12.53901023916072,157.2267777777774,63.6,3.6469165057613506,13.29999999999458,58.1,6.740425308022929,45.433333333035996,302.4,302.6,302.3,302.6,310.1,310.5,310.1,310.5,1358.0,2009.0,1326.0,2009.0,18.9,54.6,18.9,58.5,59.0,68.0,48.0,68.0
4414,M19273,M,302.7,310.5,1398,47.3,70,0,0,0,0,0,0,302.53999999999996,0.11401754260973457,0.013000000022762638,302.47,0.11595018086803266,0.013444444443329488,310.32,0.1788854382174928,0.03200000000626444,310.26000000000005,0.1429840706087044,0.020444444447834966,1496.0,137.59360450253206,18931.999999999207,1502.5,212.16463732991096,45013.83333333265,41.78,9.902625914372504,98.06200000000187,43.31,12.419558947259123,154.24544444444413,65.8,3.4928498393138203,12.199999999994581,60.3,6.667499947901395,44.4555555552651,302.4,302.7,302.3,302.7,310.1,310.5,310.1,310.5,1358.0,1688.0,1326.0,2009.0,31.6,54.6,18.9,58.5,61.0,70.0,50.0,70.0
4415,L51594,L,302.7,310.5,1520,39.3,73,0,0,0,0,0,0,302.6,0.10000000011622222,0.010000000023244443,302.5,0.13333333332925795,0.017777777776691008,310.4,0.141421356260758,0.020000000006632233,310.29,0.15951314819770246,0.02544444444794219,1528.4,114.029820661085,13002.799999999208,1506.0,212.13255813811685,45000.22222222152,38.720000000000006,6.841564148643315,46.80700000000154,42.65,12.441976441778756,154.80277777777758,68.2,3.4928498393138203,12.199999999994581,62.6,6.6866367563093965,44.71111111082785,302.5,302.7,302.3,302.7,310.2,310.5,310.1,310.5,1398.0,1688.0,1326.0,2009.0,31.6,47.3,18.9,58.5,64.0,73.0,53.0,73.0
4416,L51595,L,302.6,310.4,1514,42.7,75,0,0,0,0,0,0,302.62,0.08366600279328053,0.007000000023405224,302.52,0.1316561177168262,0.017333333332266797,310.44,0.08944271913808978,0.008000000006815212,310.31,0.15951314819792756,0.025444444448014,1514.0,109.38921336219221,11965.99999999921,1524.3,203.05776408587462,41232.45555555472,40.82,5.8844710892315355,34.62700000000178,42.37,12.402154830691492,153.81344444444431,70.4,3.6469165057613493,13.299999999994569,64.8,6.7954232964180665,46.17777777750138,302.5,302.7,302.3,302.7,310.3,310.5,310.1,310.5,1398.0,1688.0,1326.0,2009.0,31.6,47.3,18.9,58.5,66.0,75.0,55.0,75.0
4417,M19276,M,302.6,310.4,1532,36.1,77,0,0,0,0,0,0,302.64,0.054772255965648754,0.0030000000235665455,302.53000000000003,0.1337493509809807,0.017888888887833566,310.46,0.054772255813579106,0.0030000000069081503,310.32,0.1619327706976828,0.026222222225828314,1482.8,57.10691726926968,3261.1999999992113,1544.9,190.78344326020863,36398.32222222124,41.720000000000006,4.234619227274381,17.932000000001878,40.129999999999995,11.121955263751476,123.69788888888914,72.6,3.6469165057613493,13.299999999994569,67.0,6.831300510620006,46.66666666639716,302.6,302.7,302.3,302.7,310.4,310.5,310.1,310.5,1398.0,1532.0,1358.0,2009.0,36.1,47.3,18.9,55.4,68.0,77.0,57.0,77.0
4418,L51597,L,302.6,310.4,1365,66.8,80,1,0,1,1,0,0,302.64,0.054772255965648754,0.0030000000235665455,302.56,0.10749676997255643,0.011555555554532708,310.44,0.0547722558127722,0.0030000000068197584,310.34000000000003,0.15776212756098348,0.02488888889256802,1465.8,78.10377711736616,6100.19999999921,1542.0,193.53265587204638,37454.88888888793,46.44,12.115609765917785,146.7880000000024,41.269999999999996,13.24303171063518,175.37788888888895,75.0,3.807886552931242,14.499999999994577,69.3,6.96100248206343,48.45555555529323,302.6,302.7,302.4,302.7,310.4,310.5,310.1,310.5,1365.0,1532.0,1358.0,2009.0,36.1,66.8,18.9,66.8,70.0,80.0,59.0,80.0
4419,L51598,L,302.6,310.3,1642,33.2,82,0,0,0,0,0,0,302.62,0.04472135981165191,0.0020000000234032343,302.58000000000004,0.09189365834180876,0.00844444444344108,310.4,0.07071067816562106,0.005000000006642038,310.36,0.13498971155601783,0.018222222225976893,1514.6,98.67015759589732,9735.799999999215,1505.3,113.30200547405933,12837.34444444377,43.620000000000005,13.43454502392999,180.48700000000207,42.7,11.168706281391762,124.73999999999981,77.4,3.6469165057613493,13.299999999994569,71.6,6.979334575076337,48.711111110855995,302.6,302.7,302.4,302.7,310.3,310.5,310.1,310.5,1365.0,1642.0,1358.0,1688.0,33.2,66.8,31.6,66.8,73.0,82.0,61.0,82.0
4420,M19279,M,302.6,310.2,2676,10.8,84,1,0,0,1,0,0,302.6,0.0,0.0,302.6,0.06666666665929454,0.004444444443461493,310.34000000000003,0.08944271913563426,0.008000000006375954,310.37,0.11595018088920186,0.013444444448238634,1745.8,529.2676071705118,280124.19999999925,1637.1,378.6914457854962,143407.21111110944,37.92,20.112110779328994,404.4970000000015,38.32,14.168886100654976,200.7573333333338,79.6,3.6469165057613493,13.299999999994569,73.9,6.887186169480643,47.43333333308544,302.6,302.6,302.5,302.7,310.2,310.4,310.2,310.5,1365.0,2676.0,1365.0,2676.0,10.8,66.8,10.8,66.8,75.0,84.0,64.0,84.0
4421,H33834,H,302.6,310.2,1873,21.3,87,0,0,0,0,0,0,302.6,0.0,0.0,302.61,0.0567646212111911,0.0032222222212500064,310.3,0.10000000003099116,0.010000000006198233,310.37,0.11595018088920186,0.013444444448238634,1817.6,514.0936685079862,264292.29999999923,1665.8,385.2078226966124,148385.0666666648,33.64,21.093672036892986,444.94300000000106,37.230000000000004,15.081854439469106,227.462333333334,82.0,3.807886552931242,14.499999999994577,76.2,7.052186422173813,49.73333333309269,302.6,302.6,302.5,302.7,310.2,310.4,310.2,310.5,1365.0,2676.0,1365.0,2676.0,10.8,66.8,10.8,66.8,77.0,87.0,66.0,87.0
4422,L51601,L,302.6,310.2,1325,62.4,92,1,0,1,0,0,0,302.6,0.0,0.0,302.62,0.04216370212417769,0.0017777777768163863,310.26,0.08944271913364783,0.008000000006020611,310.36,0.1264911064215813,0.0160000000037558,1776.2,549.9288135749929,302421.69999999925,1629.5,399.71385598533493,159771.16666666506,38.9,24.811892309938827,615.6300000000015,40.31,16.84613044918955,283.7921111111113,85.0,4.6904157598228515,21.99999999999458,78.8,7.641989269801913,58.39999999976757,302.6,302.6,302.6,302.7,310.2,310.4,310.2,310.5,1325.0,2676.0,1325.0,2676.0,10.8,66.8,10.8,66.8,80.0,92.0,68.0,92.0
4423,M19282,M,302.6,310.2,2157,17.2,94,0,0,0,0,0,0,302.6,0.0,0.0,302.62,0.04216370212417769,0.0017777777768163863,310.21999999999997,0.04472135961536086,0.0020000000058464293,310.33,0.1251665557179943,0.015666666670305772,1934.6,514.8196771686172,265039.29999999923,1700.2,426.09226961096124,181554.6222222201,28.98,20.389752328069132,415.7420000000006,37.71,18.294653135092066,334.69433333333393,87.8,5.118593556827362,26.199999999994585,81.4,7.974960814936696,63.59999999977577,302.6,302.6,302.6,302.7,310.2,310.3,310.2,310.5,1325.0,2676.0,1325.0,2676.0,10.8,62.4,10.8,66.8,82.0,94.0,70.0,94.0
4424,M19283,M,302.6,310.2,1563,39.0,97,0,0,0,0,0,0,302.6,0.0,0.0,302.61,0.03162277658633058,0.0009999999990289775,310.2,0.0,0.0,310.29999999999995,0.11547005385317309,0.013333333336854694,1918.8,527.1102351501053,277845.19999999925,1716.7,416.1687825336654,173196.4555555533,30.139999999999997,20.849652275277894,434.7080000000007,36.88,17.997086183910767,323.8951111111118,90.8,5.263078946775794,27.699999999994596,84.1,8.252272414298032,68.09999999978426,302.6,302.6,302.6,302.7,310.2,310.2,310.2,310.5,1325.0,2676.0,1325.0,2676.0,10.8,62.4,10.8,66.8,84.0,97.0,73.0,97.0
4425,M19284,M,302.6,310.2,1631,31.0,100,0,0,0,0,0,0,302.6,0.0,0.0,302.6,0.0,0.0,310.2,0.0,0.0,310.27,0.09486832982299864,0.009000000003405255,1709.8,317.1958385603431,100613.19999999924,1727.8,411.7968215300112,169576.62222221988,34.17999999999999,17.915970529111757,320.98200000000105,36.05,18.064344869259898,326.32055555555644,94.0,4.949747468305287,24.4999999999946,86.8,8.625543461127116,74.39999999979273,302.6,302.6,302.6,302.6,310.2,310.2,310.2,310.4,1325.0,2157.0,1325.0,2676.0,17.2,62.4,10.8,66.8,87.0,100.0,75.0,100.0
4426,L51605,L,302.5,310.2,1547,36.9,103,0,0,0,0,0,0,302.58000000000004,0.04472135980799444,0.0020000000230761005,302.59000000000003,0.031622776586027995,0.0009999999990098402,310.2,0.0,0.0,310.25,0.08498365857947116,0.007222222225552121,1644.6,308.6532034500845,95266.79999999925,1731.1,410.0215305999834,168117.65555555315,37.3,16.40701069665042,269.19000000000136,35.47,17.919638513219105,321.1134444444454,97.2,4.43846820423382,19.699999999994596,89.6,8.909420731875851,79.37777777757924,302.5,302.6,302.5,302.6,310.2,310.2,310.2,310.4,1325.0,2157.0,1325.0,2676.0,17.2,62.4,10.8,66.8,92.0,103.0,77.0,103.0
4427,L51606,L,302.6,310.3,1479,40.4,105,0,0,0,0,0,0,302.58000000000004,0.04472135980799444,0.0020000000230761005,302.59000000000003,0.031622776586027995,0.0009999999990098402,310.21999999999997,0.04472135961533226,0.0020000000058438714,310.24,0.06992058990155588,0.004888888892181557,1675.4,274.5920610651358,75400.79999999926,1725.8,413.21121852039397,170743.51111110876,32.9,9.481033698917063,89.89000000000095,35.9,17.987897165717992,323.56444444444537,99.8,4.43846820423382,19.699999999994596,92.4,8.90942073187634,79.37777777758792,302.5,302.6,302.5,302.6,310.2,310.3,310.2,310.4,1479.0,2157.0,1325.0,2676.0,17.2,40.4,10.8,66.8,94.0,105.0,80.0,105.0
4428,M19287,M,302.4,310.1,1379,48.9,107,1,0,1,0,0,0,302.54,0.08944271922719332,0.008000000022754538,302.57,0.06749485576357717,0.004555555554546086,310.2,0.07071067815938037,0.005000000005759473,310.21,0.05676462124777107,0.0032222222254029024,1519.8,95.47355654839339,9115.19999999927,1727.2,411.87452242426923,169640.62222221986,39.24,6.482514944063109,42.02300000000153,34.11,15.254248952705353,232.69211111111235,102.4,3.974921382869678,15.799999999994592,95.1,8.824838682808668,77.87777777759624,302.4,302.6,302.4,302.6,310.1,310.3,310.1,310.3,1379.0,1631.0,1325.0,2676.0,31.0,48.9,10.8,62.4,97.0,107.0,82.0,107.0
4429,L51608,L,302.4,310.1,1906,21.2,110,0,0,0,0,0,0,302.5,0.10000000011217568,0.010000000022435136,302.55,0.08498365855382531,0.007222222221193165,310.18,0.08366600268732965,0.007000000005676254,310.19,0.05676462124711738,0.00322222222532869,1588.4,200.13445480476184,40053.79999999926,1753.6,414.26057285508074,171611.82222221966,35.67999999999999,10.36952265053706,107.52700000000115,32.91,15.796163387917309,249.51877777777923,105.0,3.807886552931243,14.499999999994582,97.9,8.646772037384455,74.76666666649373,302.4,302.6,302.4,302.6,310.1,310.3,310.1,310.3,1379.0,1906.0,1325.0,2676.0,21.2,48.9,10.8,62.4,100.0,110.0,84.0,110.0
4430,M19289,M,302.3,310.1,1731,33.4,112,0,0,0,0,0,0,302.44,0.11401754260620048,0.013000000021956741,302.52000000000004,0.1135292424348487,0.012888888887830652,310.16,0.0894427191312642,0.008000000005594214,310.18,0.06324555322763352,0.004000000003069424,1608.4,210.19942911435146,44183.79999999926,1659.1,259.2495365901746,67210.32222222029,36.16,10.151994877855348,103.06300000000121,35.17,13.767840950724464,189.55344444444552,107.4,3.6469165057613497,13.299999999994574,100.7,8.165646194736425,66.67777777761346,302.3,302.6,302.3,302.6,310.1,310.3,310.1,310.3,1379.0,1906.0,1325.0,2157.0,21.2,48.9,17.2,62.4,103.0,112.0,87.0,112.0
4431,H33844,H,302.3,310.1,1688,30.4,115,0,0,0,0,0,0,302.4,0.1224744872275008,0.015000000021639256,302.49000000000007,0.1286683937665726,0.01655555555446978,310.14000000000004,0.08944271913081217,0.008000000005513354,310.17,0.06749485579351969,0.004555555558588017,1636.6,209.3592606024373,43831.29999999926,1640.6,248.6747987946381,61839.155555553734,34.86,10.445477490282627,109.10800000000107,36.08,13.03020422795526,169.7862222222231,109.8,3.9623225512311047,15.69999999999457,103.5,7.735200923904794,59.833333333177585,302.3,302.6,302.3,302.6,310.1,310.3,310.1,310.3,1379.0,1906.0,1325.0,2157.0,21.2,48.9,17.2,62.4,105.0,115.0,92.0,115.0
4432,H33845,H,302.3,310.2,1443,54.6,120,0,0,0,0,0,0,302.34000000000003,0.054772255943706126,0.003000000021162851,302.46,0.13498971153799294,0.018222222221110543,310.12,0.04472135961072943,0.0020000000054321812,310.16999999999996,0.06749485579351969,0.004555555558588017,1629.4,216.6270989511683,46927.29999999927,1652.4,234.4265817312967,54955.82222222033,37.7,13.739359519278961,188.7700000000014,35.3,11.412663531747965,130.24888888888992,112.8,4.969909455915126,24.69999999999458,106.3,8.165646194737475,66.6777777776306,302.3,302.4,302.3,302.6,310.1,310.2,310.1,310.3,1379.0,1906.0,1379.0,2157.0,21.2,54.6,17.2,54.6,107.0,120.0,94.0,120.0
4433,L51612,L,302.4,310.2,1445,46.4,125,0,0,0,0,0,0,302.34000000000003,0.054772255943706126,0.003000000021162851,302.44,0.1264911064022769,0.01599999999887214,310.14,0.054772255800856144,0.0030000000055144197,310.16999999999996,0.06749485579351969,0.004555555558588017,1642.6,198.83485609922434,39535.29999999925,1581.2,160.6589209751125,25811.288888887437,37.2,13.267252918370152,176.02000000000135,38.22,9.902726897173348,98.06400000000049,116.4,6.107372593840544,37.29999999999457,109.4,8.834276679180178,78.04444444430675,302.3,302.4,302.3,302.6,310.1,310.2,310.1,310.3,1443.0,1906.0,1379.0,1906.0,21.2,54.6,21.2,54.6,110.0,125.0,97.0,125.0
4434,H33847,H,302.4,310.2,1435,44.9,127,0,0,0,0,0,0,302.34000000000003,0.054772255943706126,0.003000000021162851,302.42,0.11352924243446927,0.012888888887744497,310.15999999999997,0.05477225580161764,0.0030000000055978374,310.17,0.06749485579351969,0.004555555558588017,1548.4,147.89455703304043,21872.79999999925,1568.4,167.23449936474353,27967.377777776404,41.94,9.937705972708285,98.7580000000019,38.809999999999995,10.12756963277306,102.56766666666707,119.8,6.379655163094206,40.69999999999456,112.4,9.240009619997656,85.37777777764923,302.3,302.4,302.3,302.6,310.1,310.2,310.1,310.3,1435.0,1731.0,1379.0,1906.0,30.4,54.6,21.2,54.6,112.0,127.0,100.0,127.0
4435,L51614,L,302.4,310.1,1556,32.9,132,0,0,0,0,0,0,302.36,0.05477225594514739,0.0030000000213207334,302.4,0.09428090415204256,0.008888888887726635,310.15999999999997,0.05477225580161764,0.0030000000055978374,310.15999999999997,0.06992058989943548,0.004888888891885038,1513.4,109.63712874751533,12020.299999999253,1560.9,165.79066452741878,27486.54444444312,41.839999999999996,10.04703936490755,100.94300000000189,39.0,9.981538514232737,99.63111111111147,123.8,6.534523701081401,42.699999999994574,115.6,9.979979959893768,99.59999999988122,302.3,302.4,302.3,302.6,310.1,310.2,310.1,310.3,1435.0,1688.0,1379.0,1906.0,30.4,54.6,21.2,54.6,115.0,132.0,103.0,132.0
4436,L51615,L,302.3,310.1,1321,52.7,134,1,0,1,0,0,0,302.36,0.05477225594514739,0.0030000000213207334,302.38,0.09189365834085028,0.008444444443264922,310.15999999999997,0.05477225580161764,0.0030000000055978374,310.15,0.07071067813958454,0.005000000002959918,1440.0,83.18052656721558,6918.999999999258,1538.3,182.4615941323876,33292.233333332144,46.3,8.534928236370972,72.8450000000025,40.58,10.826900654285964,117.22177777777785,127.6,5.594640292279263,31.299999999994593,118.7,10.435516278550413,108.89999999989067,302.3,302.4,302.3,302.6,310.1,310.2,310.1,310.3,1321.0,1556.0,1321.0,1906.0,32.9,54.6,21.2,54.6,120.0,134.0,105.0,134.0
4437,M19296,M,302.4,310.1,1577,35.8,136,0,0,0,0,0,0,302.38,0.04472135979014721,0.0020000000214797954,302.36,0.05163977793782507,0.002666666665467885,310.14,0.054772255800856144,0.0030000000055144197,310.13,0.04830458918386006,0.0023333333362214903,1466.8,103.49492741192323,10711.199999999259,1548.1,181.5522269516677,32961.21111110986,42.54,8.09401013095499,65.51300000000202,40.12,10.932601601530072,119.52177777777791,130.8,4.658325879540265,21.69999999999459,121.8,10.517709932400797,110.62222222212237,302.3,302.4,302.3,302.4,310.1,310.2,310.1,310.2,1321.0,1577.0,1321.0,1906.0,32.9,52.7,21.2,54.6,125.0,136.0,107.0,136.0
4438,L51617,L,302.4,310.2,1578,31.2,139,0,0,0,0,0,0,302.38,0.04472135979014721,0.0020000000214797954,302.35999999999996,0.05163977793782507,0.002666666665467885,310.14,0.054772255800856144,0.0030000000055144197,310.14,0.051639777977740414,0.0026666666695903236,1493.4,113.13399135538027,12799.299999999257,1568.0,171.59059803302733,29443.33333333196,39.5,9.076618313006318,82.38500000000165,38.35,10.784994720031698,116.3161111111116,133.6,4.505552130426922,20.299999999994576,125.0,10.381607668260623,107.77777777768775,302.3,302.4,302.3,302.4,310.1,310.2,310.1,310.2,1321.0,1578.0,1321.0,1906.0,31.2,52.7,21.2,54.6,127.0,139.0,110.0,139.0
4439,L51618,L,302.4,310.1,1418,52.3,141,0,0,0,0,0,0,302.38,0.04472135979014721,0.0020000000214797954,302.36,0.05163977793782507,0.002666666665467885,310.12,0.044721359610729434,0.0020000000054321817,310.14,0.051639777977740414,0.0026666666695903236,1490.0,115.55734507161047,13353.499999999256,1519.2,128.85461230049174,16603.511111110038,40.980000000000004,10.645045796050002,113.31700000000184,41.46,9.721705383087652,94.51155555555543,136.4,3.6469165057613506,13.29999999999458,128.1,10.027185270272206,100.54444444436389,302.3,302.4,302.3,302.4,310.1,310.2,310.1,310.2,1321.0,1578.0,1321.0,1731.0,31.2,52.7,30.4,54.6,132.0,141.0,112.0,141.0
4440,M19299,M,302.4,310.2,1392,55.8,143,0,0,0,0,0,0,302.38,0.04472135979014721,0.0020000000214797954,302.37,0.04830458914165947,0.0023333333321445262,310.14,0.054772255800856144,0.0030000000055144197,310.15000000000003,0.05270462769754679,0.0027777777807370158,1457.2,115.41533693577841,13320.699999999257,1485.3,110.18171858847658,12140.011111110245,45.56,11.210842965629409,125.68300000000241,43.7,10.22578440349033,104.5666666666661,138.6,3.6469165057613506,13.29999999999458,131.2,9.259229629578378,85.73333333326214,302.3,302.4,302.3,302.4,310.1,310.2,310.1,310.2,1321.0,1578.0,1321.0,1688.0,31.2,55.8,30.4,55.8,134.0,143.0,115.0,143.0
4441,L51620,L,302.5,310.3,1446,44.0,146,0,0,0,0,0,0,302.41999999999996,0.04472135979373477,0.0020000000218006763,302.39,0.056764621209462476,0.003222222221053757,310.18,0.08366600268735683,0.007000000005680801,310.16999999999996,0.06749485579351772,0.004555555558587752,1482.2,89.0685129549116,7933.199999999256,1461.1,84.23571425206077,7095.655555554835,43.81999999999999,10.47673613297587,109.76200000000216,45.059999999999995,9.103137432287303,82.86711111111026,141.0,3.8078865529312433,14.499999999994587,134.3,8.38053299816136,70.23333333327145,302.4,302.5,302.3,302.5,310.1,310.3,310.1,310.3,1392.0,1578.0,1321.0,1578.0,31.2,55.8,31.2,55.8,136.0,146.0,120.0,146.0
4442,L51621,L,302.5,310.2,1329,50.6,148,1,0,1,0,0,0,302.43999999999994,0.05477225595100001,0.003000000021961856,302.40999999999997,0.056764621209652186,0.0032222222210752946,310.2,0.07071067815941252,0.00500000000576402,310.17,0.06749485579351772,0.004555555558587752,1432.6,92.08039965160476,8478.799999999255,1449.7,94.09457417347842,8853.788888888233,46.78,9.706801738987075,94.22200000000251,44.660000000000004,8.717058627261281,75.98711111111032,143.4,3.6469165057613506,13.29999999999458,137.1,7.723700897594503,59.65555555550213,302.4,302.5,302.3,302.5,310.1,310.3,310.1,310.3,1329.0,1578.0,1321.0,1578.0,31.2,55.8,31.2,55.8,139.0,148.0,125.0,148.0
4443,L51622,L,302.5,310.2,1563,34.8,150,0,0,0,0,0,0,302.46,0.0547722559524763,0.0030000000221235756,302.41999999999996,0.06324555319438491,0.00399999999886377,310.2,0.07071067815941252,0.00500000000576402,310.16999999999996,0.06749485579351772,0.004555555558587752,1429.6,86.21658773112779,7433.299999999255,1461.5,100.61284433134627,10122.944444443718,47.49999999999999,8.292767933567333,68.77000000000261,43.5,9.217254351366096,84.95777777777724,145.6,3.6469165057613506,13.29999999999458,139.6,7.4117024584968005,54.933333333287514,302.4,302.5,302.3,302.5,310.1,310.3,310.1,310.3,1329.0,1563.0,1321.0,1578.0,34.8,55.8,31.2,55.8,141.0,150.0,127.0,150.0
4444,L51623,L,302.5,310.3,1405,57.4,152,0,0,0,0,0,0,302.48,0.044721359799159005,0.002000000022285835,302.42999999999995,0.06749485576272121,0.00455555555443054,310.24,0.05477225580466363,0.003000000005931509,310.18,0.07888106379411407,0.0062222222252910925,1427.0,86.84756761129961,7542.499999999256,1458.5,101.92944182673818,10389.611111110404,48.519999999999996,9.285041733885892,86.21200000000273,44.75,10.221138227549115,104.47166666666587,147.8,3.492849839313819,12.199999999994573,142.1,6.887186169495868,47.43333333329516,302.4,302.5,302.3,302.5,310.2,310.3,310.1,310.3,1329.0,1563.0,1321.0,1578.0,34.8,57.4,31.2,57.4,143.0,152.0,132.0,152.0
4445,L51624,L,302.4,310.2,2224,16.0,154,0,0,0,0,0,0,302.48,0.044721359799159005,0.002000000022285835,302.43,0.06749485576272121,0.00455555555443054,310.24,0.05477225580466363,0.003000000005931509,310.19,0.07378647875830882,0.005444444447550358,1593.4,362.52903332009043,131427.29999999923,1525.3,263.6007292183452,69485.34444444333,40.56,16.066984782466246,258.1480000000019,43.059999999999995,13.324263581901986,177.53599999999955,150.0,3.1622776601675184,9.999999999994555,144.3,6.815831244648308,46.45555555552411,302.4,302.5,302.3,302.5,310.2,310.3,310.1,310.3,1329.0,2224.0,1321.0,2224.0,16.0,57.4,16.0,57.4,146.0,154.0,134.0,154.0
4446,L51625,L,302.5,310.2,1716,29.9,156,0,0,0,0,0,0,302.48,0.044721359799159005,0.002000000022285835,302.45,0.05270462765901638,0.002777777776675554,310.22,0.044721359615399775,0.00200000000584991,310.2,0.06666666669023946,0.004444444447587483,1647.4,355.1173045628715,126108.29999999923,1564.8,259.142517631598,67154.84444444308,37.74,16.54261164387297,273.6580000000016,40.779999999999994,13.441626885661325,180.6773333333334,152.0,3.1622776601675184,9.999999999994555,146.5,6.670832032061312,44.49999999997525,302.4,302.5,302.4,302.5,310.2,310.3,310.1,310.3,1329.0,2224.0,1329.0,2224.0,16.0,57.4,16.0,57.4,148.0,156.0,136.0,156.0
