Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF,timestamp,Ambient_Temperature,Load_Density,Humidity,Shift,Day_Type,temp_diff,load_ratio,humidity_impact,Machine failure
1,301.7,311.3,1348,51.0,87,0,0,0,0,0,2025-01-05 00:09:00,25,51,76,2,1,9.600000000000025,0.51,38.76,0
1,301.6,311.2,1408,42.9,89,0,0,0,0,0,2025-01-05 00:10:00,38,90,70,0,0,9.599999999999966,0.9,63.0,0
1,301.6,311.2,1525,43.7,91,0,0,0,0,0,2025-01-05 00:11:00,30,90,57,2,1,9.599999999999966,0.9,51.3,0
1,301.6,311.3,1706,29.9,93,0,0,0,0,0,2025-01-05 00:12:00,30,82,65,1,0,9.699999999999989,0.82,53.3,0
0,301.6,311.2,1395,46.8,95,0,0,0,0,0,2025-01-05 00:13:00,32,55,45,1,1,9.599999999999966,0.55,24.750000000000004,0
1,301.5,311.1,1602,34.3,100,0,0,0,0,0,2025-01-05 00:14:00,30,69,48,1,1,9.600000000000025,0.69,33.12,0
1,301.6,311.1,1907,21.5,102,0,0,0,0,0,2025-01-05 00:15:00,37,37,50,1,0,9.5,0.37,18.5,0
1,301.6,311.1,1325,49.2,104,0,0,0,0,0,2025-01-05 00:16:00,34,50,70,0,1,9.5,0.5,35.0,0
1,301.6,311.1,1408,44.4,106,0,0,0,0,0,2025-01-05 00:17:00,20,72,85,1,0,9.5,0.72,61.2,0
2,301.7,311.1,1489,41.4,108,0,0,0,0,0,2025-01-05 00:18:00,40,50,41,1,1,9.400000000000034,0.5,20.5,0
1,301.6,311.1,1680,29.2,111,0,0,0,0,0,2025-01-05 00:19:00,26,32,68,1,0,9.5,0.32,21.76,0
1,301.7,311.2,1517,42.4,113,0,0,0,0,0,2025-01-05 00:20:00,32,60,85,1,1,9.5,0.6,51.0,0
2,301.7,311.1,1618,36.7,115,0,0,0,0,0,2025-01-05 00:21:00,31,56,90,0,1,9.400000000000034,0.56,50.400000000000006,0
1,301.7,311.1,1455,39.8,118,0,0,0,0,0,2025-01-05 00:22:00,37,56,81,1,1,9.400000000000034,0.56,45.36000000000001,0
0,301.8,311.1,1543,36.4,120,0,0,0,0,0,2025-01-05 00:23:00,38,86,44,2,0,9.300000000000011,0.86,37.84,0
2,301.8,311.1,1399,41.8,125,0,0,0,0,0,2025-01-05 00:24:00,34,62,62,2,0,9.300000000000011,0.62,38.44,0
1,301.7,311.1,1469,37.2,128,0,0,0,0,0,2025-01-05 00:25:00,27,73,75,0,1,9.400000000000034,0.73,54.75,0
1,301.7,311.2,1521,36.7,130,0,0,0,0,0,2025-01-05 00:26:00,38,72,46,0,1,9.5,0.72,33.12,0
1,301.7,311.3,1584,38.8,132,0,0,0,0,0,2025-01-05 00:27:00,29,60,52,0,0,9.600000000000025,0.6,31.2,0
1,301.8,311.5,1443,43.3,134,0,0,0,0,0,2025-01-05 00:28:00,26,94,81,1,0,9.699999999999989,0.94,76.14,0
2,301.8,311.5,1416,49.0,136,0,0,0,0,0,2025-01-05 00:29:00,37,46,49,0,1,9.699999999999989,0.46,22.540000000000003,0
2,301.7,311.2,1563,34.5,139,0,0,0,0,0,2025-01-05 00:30:00,35,44,75,1,1,9.5,0.44,33.0,0
2,301.8,311.3,1542,40.1,142,0,0,0,0,0,2025-01-05 00:31:00,39,63,55,0,0,9.5,0.63,34.65,0
2,301.8,311.3,1624,31.6,145,0,0,0,0,0,2025-01-05 00:32:00,25,33,54,2,0,9.5,0.33,17.82,0
1,301.8,311.3,1471,44.2,148,0,0,0,0,0,2025-01-05 00:33:00,28,57,82,2,0,9.5,0.57,46.74,0
2,301.9,311.5,1492,40.8,150,0,0,0,0,0,2025-01-05 00:34:00,40,31,58,1,1,9.600000000000025,0.31,17.98,0
2,301.9,311.4,1465,39.9,153,0,0,0,0,0,2025-01-05 00:35:00,32,46,60,0,1,9.5,0.46,27.6,0
1,301.7,311.1,1399,55.1,156,0,0,0,0,0,2025-01-05 00:36:00,40,87,74,2,0,9.400000000000034,0.87,64.38,0
1,301.6,311.0,1431,42.6,158,0,0,0,0,0,2025-01-05 00:37:00,27,38,54,1,0,9.399999999999975,0.38,20.52,0
1,301.5,310.9,1600,39.0,160,0,0,0,0,0,2025-01-05 00:38:00,35,60,87,2,1,9.399999999999975,0.6,52.2,0
1,301.5,310.8,1593,34.5,162,0,0,0,0,0,2025-01-05 00:39:00,32,95,53,0,1,9.300000000000011,0.95,50.35,0
1,301.5,310.9,1469,44.7,164,0,0,0,0,0,2025-01-05 00:40:00,32,91,68,1,1,9.399999999999975,0.91,61.88,0
1,301.5,310.8,1413,44.6,166,0,0,0,0,0,2025-01-05 00:41:00,36,48,44,2,1,9.300000000000011,0.48,21.12,0
1,301.4,310.8,1490,38.0,168,0,0,0,0,0,2025-01-05 00:42:00,39,84,88,0,0,9.400000000000034,0.84,73.92,0
1,301.5,310.9,1671,31.1,170,0,0,0,0,0,2025-01-05 00:43:00,24,57,57,1,1,9.399999999999975,0.57,32.489999999999995,0
1,301.5,310.9,1365,46.5,172,0,0,0,0,0,2025-01-05 00:44:00,40,79,90,2,1,9.399999999999975,0.79,71.10000000000001,0
2,301.4,310.9,1557,39.3,174,0,0,0,0,0,2025-01-05 00:45:00,36,94,40,2,1,9.5,0.94,37.6,0
1,301.4,310.9,1440,45.4,177,0,0,0,0,0,2025-01-05 00:46:00,28,32,66,1,0,9.5,0.32,21.12,0
2,301.4,310.9,1489,38.9,179,0,0,0,0,0,2025-01-05 00:47:00,21,81,66,0,0,9.5,0.81,53.46,0
1,301.4,311.0,1733,25.7,182,0,0,0,0,0,2025-01-05 00:48:00,37,39,64,1,0,9.600000000000025,0.39,24.96,0
0,301.3,311.0,1580,36.6,184,0,0,0,0,0,2025-01-05 00:49:00,28,50,80,2,1,9.699999999999989,0.5,40.0,0
1,301.3,311.0,1856,21.9,189,0,0,0,0,0,2025-01-05 00:50:00,25,66,60,2,1,9.699999999999989,0.66,39.6,0
1,301.3,311.1,1454,40.3,191,0,0,0,0,0,2025-01-05 00:51:00,30,44,53,2,1,9.800000000000011,0.44,23.32,0
1,301.4,311.1,1495,36.3,193,0,0,0,0,0,2025-01-05 00:52:00,25,38,59,0,1,9.700000000000044,0.38,22.42,0
1,301.2,311.0,1761,29.1,195,0,0,0,0,0,2025-01-05 00:53:00,25,73,67,2,0,9.800000000000011,0.73,48.91,0
2,301.3,311.0,1402,47.5,197,0,0,0,0,0,2025-01-05 00:54:00,32,68,60,2,1,9.699999999999989,0.68,40.8,0
1,301.2,311.0,1670,33.0,200,0,0,0,0,0,2025-01-05 00:55:00,30,34,62,1,0,9.800000000000011,0.34,21.08,0
1,301.3,311.0,1582,35.6,202,0,0,0,0,0,2025-01-05 00:56:00,33,54,50,2,1,9.699999999999989,0.54,27.0,0
1,301.3,311.0,1542,35.1,204,0,0,0,0,0,2025-01-05 00:57:00,21,85,41,1,1,9.699999999999989,0.85,34.85,0
1,301.3,311.0,1539,36.9,206,0,0,0,0,0,2025-01-05 00:58:00,27,93,59,2,1,9.699999999999989,0.93,54.870000000000005,0
1,301.3,311.0,1418,41.9,208,0,0,0,0,0,2025-01-05 00:59:00,22,81,63,1,1,9.699999999999989,0.81,51.03,0
1,301.3,311.1,1723,27.6,210,0,0,0,0,0,2025-01-05 01:00:00,40,38,64,1,1,9.800000000000011,0.38,24.32,0
1,301.3,311.1,1303,49.2,212,0,0,0,0,0,2025-01-05 01:01:00,22,39,76,1,1,9.800000000000011,0.39,29.64,0
2,301.3,311.0,1463,50.2,214,0,0,0,0,0,2025-01-05 01:02:00,20,39,61,1,0,9.699999999999989,0.39,23.79,0
1,301.2,311.0,1544,39.3,217,0,0,0,0,0,2025-01-05 01:03:00,38,91,63,0,0,9.800000000000011,0.91,57.330000000000005,0
1,301.2,311.0,1596,37.2,219,0,0,0,0,0,2025-01-05 01:04:00,37,89,54,2,0,9.800000000000011,0.89,48.06,0
1,301.3,311.1,1413,42.0,221,0,0,0,0,0,2025-01-05 01:05:00,36,48,51,0,0,9.800000000000011,0.48,24.48,0
2,301.3,311.1,1492,41.2,223,0,0,0,0,0,2025-01-05 01:06:00,39,67,85,2,0,9.800000000000011,0.67,56.95,0
1,301.3,311.1,1624,40.9,0,0,0,0,0,0,2025-01-05 01:07:00,32,35,70,1,1,9.800000000000011,0.35,24.5,0
1,301.3,311.1,1504,39.1,2,0,0,0,0,0,2025-01-05 01:08:00,22,44,82,2,1,9.800000000000011,0.44,36.08,0
2,301.2,311.1,1574,34.3,4,0,0,0,0,0,2025-01-05 01:09:00,20,76,70,1,0,9.900000000000034,0.76,53.2,0
2,301.3,311.2,1438,42.4,7,0,0,0,0,0,2025-01-05 01:10:00,23,74,69,2,1,9.899999999999975,0.74,51.06,0
1,301.3,311.3,1474,50.7,10,0,0,0,0,0,2025-01-05 01:11:00,32,34,80,1,1,10.0,0.34,27.200000000000003,0
1,301.3,311.2,1675,32.1,12,0,0,0,0,0,2025-01-05 01:12:00,36,82,59,2,1,9.899999999999975,0.82,48.38,0
1,301.3,311.2,1457,44.5,14,0,0,0,0,0,2025-01-05 01:13:00,30,95,47,2,1,9.899999999999975,0.95,44.65,0
1,301.3,311.3,1434,49.8,16,0,0,0,0,0,2025-01-05 01:14:00,21,91,83,2,0,10.0,0.91,75.53,0
1,301.3,311.2,1668,30.1,18,0,0,0,0,0,2025-01-05 01:15:00,35,52,69,1,1,9.899999999999975,0.52,35.88,0
1,301.2,311.1,1550,39.7,20,0,0,0,0,0,2025-01-05 01:16:00,21,73,74,2,0,9.900000000000034,0.73,54.02,0
2,301.3,311.1,1834,25.4,22,0,0,0,0,0,2025-01-05 01:17:00,38,81,60,1,0,9.800000000000011,0.81,48.6,0
2,301.4,311.2,1476,36.5,25,0,0,0,0,0,2025-01-05 01:18:00,38,75,86,0,1,9.800000000000011,0.75,64.5,0
2,301.4,311.2,1541,36.3,28,0,0,0,0,0,2025-01-05 01:19:00,35,48,79,2,1,9.800000000000011,0.48,37.92,0
2,301.3,311.1,1581,30.9,31,0,0,0,0,0,2025-01-05 01:20:00,38,76,67,1,1,9.800000000000011,0.76,50.92,0
2,301.3,311.1,1678,30.7,34,0,0,0,0,0,2025-01-05 01:21:00,28,81,78,1,0,9.800000000000011,0.81,63.18000000000001,0
1,301.4,311.2,1355,50.6,37,0,0,0,0,0,2025-01-05 01:22:00,20,53,56,1,1,9.800000000000011,0.53,29.68,0
1,301.5,311.2,1700,28.8,39,0,0,0,0,0,2025-01-05 01:23:00,29,46,51,0,0,9.699999999999989,0.46,23.46,0
1,301.4,311.1,1462,37.1,41,0,0,0,0,0,2025-01-05 01:24:00,38,75,89,1,1,9.700000000000044,0.75,66.75,0
2,301.4,311.2,1727,26.5,43,0,0,0,0,0,2025-01-05 01:25:00,20,93,57,0,0,9.800000000000011,0.93,53.010000000000005,0
1,301.4,311.3,1674,33.3,46,0,0,0,0,0,2025-01-05 01:26:00,21,57,86,0,0,9.900000000000034,0.57,49.02,0
1,301.4,311.3,1397,42.3,48,0,0,0,0,0,2025-01-05 01:27:00,35,79,67,1,0,9.900000000000034,0.79,52.93,0
1,301.4,311.3,2323,15.9,50,0,0,0,0,0,2025-01-05 01:28:00,31,93,42,2,0,9.900000000000034,0.93,39.06,0
2,301.4,311.2,1434,47.6,52,0,0,0,0,0,2025-01-05 01:29:00,27,57,90,0,0,9.800000000000011,0.57,51.3,0
1,301.3,311.1,1560,35.3,55,0,0,0,0,0,2025-01-05 01:30:00,37,85,54,1,0,9.800000000000011,0.85,45.9,0
1,301.2,311.0,1573,32.8,57,0,0,0,0,0,2025-01-05 01:31:00,21,88,55,0,0,9.800000000000011,0.88,48.4,0
0,301.2,310.9,1798,22.3,59,0,0,0,0,0,2025-01-05 01:32:00,32,34,61,1,1,9.699999999999989,0.34,20.74,0
1,301.2,311.0,1567,35.1,64,0,0,0,0,0,2025-01-05 01:33:00,25,83,88,1,0,9.800000000000011,0.83,73.03999999999999,0
1,301.2,310.9,1416,53.3,66,0,0,0,0,0,2025-01-05 01:34:00,40,73,70,0,1,9.699999999999989,0.73,51.1,0
2,301.2,310.9,1424,45.2,68,0,0,0,0,0,2025-01-05 01:35:00,25,71,70,1,1,9.699999999999989,0.71,49.7,0
0,301.2,310.9,1598,35.9,71,0,0,0,0,0,2025-01-05 01:36:00,28,86,40,0,1,9.699999999999989,0.86,34.4,0
1,301.3,310.9,1760,23.9,76,0,0,0,0,0,2025-01-05 01:37:00,35,76,50,1,0,9.599999999999966,0.76,38.0,0
1,301.3,311.0,1348,44.5,78,0,0,0,0,0,2025-01-05 01:38:00,30,54,45,2,0,9.699999999999989,0.54,24.3,0
1,301.3,311.0,1542,33.6,80,0,0,0,0,0,2025-01-05 01:39:00,26,73,62,2,1,9.699999999999989,0.73,45.26,0
1,301.3,310.9,1566,33.1,82,0,0,0,0,0,2025-01-05 01:40:00,29,44,48,0,0,9.599999999999966,0.44,21.12,0
1,301.3,311.0,1554,47.7,84,0,0,0,0,0,2025-01-05 01:41:00,29,80,55,0,0,9.699999999999989,0.8,44.0,0
1,301.4,311.0,1470,40.6,86,0,0,0,0,0,2025-01-05 01:42:00,39,82,77,0,1,9.600000000000025,0.82,63.13999999999999,0
2,301.4,311.1,1758,25.4,88,0,0,0,0,0,2025-01-05 01:43:00,37,63,83,0,1,9.700000000000044,0.63,52.29,0
2,301.4,311.0,1486,36.5,91,0,0,0,0,0,2025-01-05 01:44:00,39,37,58,2,1,9.600000000000025,0.37,21.46,0
2,301.5,311.1,1402,40.0,94,0,0,0,0,0,2025-01-05 01:45:00,28,99,84,0,1,9.600000000000025,0.99,83.16,0
1,301.5,311.1,1459,45.1,97,0,0,0,0,0,2025-01-05 01:46:00,34,50,52,1,1,9.600000000000025,0.5,26.0,0
1,301.5,311.0,1494,45.3,99,0,0,0,0,0,2025-01-05 01:47:00,23,36,71,1,1,9.5,0.36,25.56,0
1,301.5,311.1,1731,27.9,101,0,0,0,0,0,2025-01-05 01:48:00,27,85,75,0,1,9.600000000000025,0.85,63.75,0
1,301.5,311.1,2076,18.7,103,0,0,0,0,0,2025-01-05 01:49:00,28,78,48,1,0,9.600000000000025,0.78,37.44,0
1,301.5,311.1,2055,16.8,105,0,0,0,0,0,2025-01-05 01:50:00,32,71,85,0,0,9.600000000000025,0.71,60.35,0
1,301.5,311.1,1469,49.5,107,0,0,0,0,0,2025-01-05 01:51:00,28,52,85,1,0,9.600000000000025,0.52,44.2,0
2,301.5,311.0,1504,42.6,109,0,0,0,0,0,2025-01-05 01:52:00,23,81,88,1,1,9.5,0.81,71.28,0
2,301.5,311.1,1396,43.5,112,0,0,0,0,0,2025-01-05 01:53:00,36,82,76,0,0,9.600000000000025,0.82,62.31999999999999,0
2,301.5,311.1,1660,33.8,115,0,0,0,0,0,2025-01-05 01:54:00,35,45,70,0,1,9.600000000000025,0.45,31.5,0
2,301.5,311.0,1577,39.7,118,0,0,0,0,0,2025-01-05 01:55:00,34,66,70,2,1,9.5,0.66,46.2,0
1,301.5,311.1,1426,52.1,121,0,0,0,0,0,2025-01-05 01:56:00,22,47,58,0,1,9.600000000000025,0.47,27.26,0
1,301.5,311.1,1458,41.4,123,0,0,0,0,0,2025-01-05 01:57:00,39,49,41,2,0,9.600000000000025,0.49,20.09,0
1,301.4,311.0,1533,45.8,125,0,0,0,0,0,2025-01-05 01:58:00,24,75,84,0,1,9.600000000000025,0.75,63.0,0
1,301.4,311.0,1701,28.4,127,0,0,0,0,0,2025-01-05 01:59:00,24,31,71,1,1,9.600000000000025,0.31,22.01,0
1,301.5,311.1,1434,49.6,129,0,0,0,0,0,2025-01-05 02:00:00,39,92,82,2,1,9.600000000000025,0.92,75.44,0
1,301.4,311.1,1952,22.7,131,0,0,0,0,0,2025-01-05 02:01:00,34,32,73,1,0,9.700000000000044,0.32,23.36,0
1,301.4,311.1,1469,36.9,133,0,0,0,0,0,2025-01-05 02:02:00,37,75,40,0,0,9.700000000000044,0.75,30.0,0
1,301.4,311.1,1800,26.0,135,0,0,0,0,0,2025-01-05 02:03:00,34,78,60,0,1,9.700000000000044,0.78,46.8,0
2,301.3,311.1,1438,43.0,137,0,0,0,0,0,2025-01-05 02:04:00,21,30,42,0,1,9.800000000000011,0.3,12.6,0
1,301.3,311.1,1647,28.2,140,0,0,0,0,0,2025-01-05 02:05:00,32,51,66,0,1,9.800000000000011,0.51,33.660000000000004,0
1,301.4,311.1,1494,41.9,142,0,0,0,0,0,2025-01-05 02:06:00,23,43,83,2,0,9.700000000000044,0.43,35.69,0
0,301.4,311.1,1445,41.4,144,0,0,0,0,0,2025-01-05 02:07:00,29,74,46,2,1,9.700000000000044,0.74,34.04,0
2,301.5,311.1,1507,38.6,149,0,0,0,0,0,2025-01-05 02:08:00,32,35,72,0,1,9.600000000000025,0.35,25.2,0
2,301.4,311.0,1234,55.8,152,0,0,0,0,0,2025-01-05 02:09:00,29,94,48,1,0,9.600000000000025,0.94,45.12,0
1,301.4,311.0,1634,32.6,155,0,0,0,0,0,2025-01-05 02:10:00,28,50,69,2,0,9.600000000000025,0.5,34.5,0
1,301.4,311.0,1334,53.3,157,0,0,0,0,0,2025-01-05 02:11:00,27,33,57,1,0,9.600000000000025,0.33,18.81,0
1,301.4,311.1,1472,44.5,159,0,0,0,0,0,2025-01-05 02:12:00,22,32,65,0,0,9.700000000000044,0.32,20.8,0
2,301.3,311.0,1410,52.7,161,0,0,0,0,0,2025-01-05 02:13:00,35,59,59,2,0,9.699999999999989,0.59,34.809999999999995,0
1,301.2,310.9,1597,37.9,164,0,0,0,0,0,2025-01-05 02:14:00,33,60,77,2,0,9.699999999999989,0.6,46.2,0
2,301.2,310.9,1460,46.7,166,0,0,0,0,0,2025-01-05 02:15:00,28,63,80,2,1,9.699999999999989,0.63,50.4,0
1,301.1,310.8,1274,55.7,169,0,0,0,0,0,2025-01-05 02:16:00,40,49,70,1,0,9.699999999999989,0.49,34.3,0
2,301.0,310.7,1517,40.2,171,0,0,0,0,0,2025-01-05 02:17:00,30,83,47,0,0,9.699999999999989,0.83,39.01,0
1,301.0,310.7,1300,57.2,174,0,0,0,0,0,2025-01-05 02:18:00,22,54,62,0,1,9.699999999999989,0.54,33.480000000000004,0
0,300.9,310.6,1686,27.7,176,0,0,0,0,0,2025-01-05 02:19:00,24,44,89,2,1,9.700000000000044,0.44,39.16,0
2,300.9,310.7,1485,41.0,181,0,0,0,0,0,2025-01-05 02:20:00,29,67,64,2,1,9.800000000000011,0.67,42.88,0
1,301.0,310.7,1464,45.8,184,0,0,0,0,0,2025-01-05 02:21:00,32,52,86,0,0,9.699999999999989,0.52,44.72,0
1,300.9,310.6,1598,35.4,186,0,0,0,0,0,2025-01-05 02:22:00,23,81,40,1,0,9.700000000000044,0.81,32.400000000000006,0
1,300.9,310.5,1894,21.9,188,0,0,0,0,0,2025-01-05 02:23:00,32,95,85,2,0,9.600000000000025,0.95,80.75,0
2,300.8,310.5,1330,59.0,190,0,0,0,0,0,2025-01-05 02:24:00,31,86,57,1,0,9.699999999999989,0.86,49.02,0
0,300.8,310.5,1582,31.1,193,0,0,0,0,0,2025-01-05 02:25:00,24,86,58,1,0,9.699999999999989,0.86,49.88,0
1,300.7,310.3,1533,35.6,198,0,0,0,0,0,2025-01-05 02:26:00,29,81,90,0,1,9.600000000000025,0.81,72.9,0
0,300.8,310.4,1419,46.4,200,0,0,0,0,0,2025-01-05 02:27:00,28,64,81,0,1,9.599999999999966,0.64,51.84,0
2,300.8,310.3,1526,36.3,205,0,0,0,0,0,2025-01-05 02:28:00,39,43,45,1,0,9.5,0.43,19.35,0
0,300.7,310.2,1364,65.3,208,1,0,1,1,0,2025-01-05 02:29:00,26,43,56,1,0,9.5,0.43,24.08,1
2,300.8,310.3,1458,43.4,0,0,0,0,0,0,2025-01-05 02:30:00,21,62,85,0,1,9.5,0.62,52.7,0
2,300.8,310.4,1288,64.0,3,0,0,0,0,0,2025-01-05 02:31:00,26,81,84,2,0,9.599999999999966,0.81,68.04,0
2,300.7,310.3,1659,29.8,6,0,0,0,0,0,2025-01-05 02:32:00,27,30,47,1,1,9.600000000000025,0.3,14.1,0
0,300.7,310.2,1479,52.3,9,0,0,0,0,0,2025-01-05 02:33:00,26,63,81,2,1,9.5,0.63,51.03,0
1,300.7,310.3,1592,36.0,14,0,0,0,0,0,2025-01-05 02:34:00,40,48,48,1,1,9.600000000000025,0.48,23.04,0
2,300.6,310.2,1532,38.7,16,0,0,0,0,0,2025-01-05 02:35:00,33,53,76,0,1,9.599999999999966,0.53,40.28,0
1,300.6,310.2,1555,41.9,19,0,0,0,0,0,2025-01-05 02:36:00,38,33,66,2,1,9.599999999999966,0.33,21.78,0
1,300.6,310.2,1341,52.6,21,0,0,0,0,0,2025-01-05 02:37:00,24,65,75,0,1,9.599999999999966,0.65,48.75,0
1,300.6,310.1,1541,42.0,23,0,0,0,0,0,2025-01-05 02:38:00,37,87,45,1,1,9.5,0.87,39.15,0
1,300.6,310.3,1414,50.6,25,0,0,0,0,0,2025-01-05 02:39:00,39,61,45,0,1,9.699999999999989,0.61,27.45,0
1,300.5,310.2,1764,25.9,27,0,0,0,0,0,2025-01-05 02:40:00,31,38,84,2,0,9.699999999999989,0.38,31.92,0
1,300.5,310.3,1336,57.1,29,0,0,0,0,0,2025-01-05 02:41:00,36,96,43,0,1,9.800000000000011,0.96,41.28,0
1,300.5,310.3,1435,43.3,31,0,0,0,0,0,2025-01-05 02:42:00,32,49,61,2,1,9.800000000000011,0.49,29.89,0
2,300.4,310.3,1537,35.0,33,0,0,0,0,0,2025-01-05 02:43:00,21,91,79,0,1,9.900000000000034,0.91,71.89,0
1,300.3,310.2,1369,48.8,36,0,0,0,0,0,2025-01-05 02:44:00,32,87,66,0,1,9.899999999999975,0.87,57.42,0
2,300.2,310.1,1619,31.3,38,0,0,0,0,0,2025-01-05 02:45:00,26,51,76,2,1,9.900000000000034,0.51,38.76,0
1,300.2,310.1,1440,51.1,41,0,0,0,0,0,2025-01-05 02:46:00,29,96,41,2,0,9.900000000000034,0.96,39.36,0
1,300.2,310.1,1649,30.5,43,0,0,0,0,0,2025-01-05 02:47:00,25,77,48,2,1,9.900000000000034,0.77,36.96,0
2,300.2,310.1,1550,38.7,45,0,0,0,0,0,2025-01-05 02:48:00,22,37,50,1,0,9.900000000000034,0.37,18.5,0
1,300.3,310.2,1471,45.2,48,0,0,0,0,0,2025-01-05 02:49:00,22,44,59,0,1,9.899999999999975,0.44,25.96,0
1,300.3,310.3,1483,51.6,50,0,0,0,0,0,2025-01-05 02:50:00,37,61,82,2,1,10.0,0.61,50.02,0
1,300.3,310.4,1336,54.4,52,0,0,0,0,0,2025-01-05 02:51:00,30,82,78,1,0,10.099999999999966,0.82,63.96,0
1,300.5,310.5,1515,36.6,54,0,0,0,0,0,2025-01-05 02:52:00,39,96,53,1,0,10.0,0.96,50.88,0
1,300.5,310.5,1373,47.4,56,0,0,0,0,0,2025-01-05 02:53:00,24,33,65,2,1,10.0,0.33,21.45,0
0,300.6,310.5,1454,51.2,58,0,0,0,0,0,2025-01-05 02:54:00,38,59,77,2,1,9.899999999999975,0.59,45.43,0
1,300.5,310.5,1646,34.5,63,0,0,0,0,0,2025-01-05 02:55:00,38,42,69,2,0,10.0,0.42,28.98,0
2,300.5,310.4,1548,37.3,65,0,0,0,0,0,2025-01-05 02:56:00,34,50,75,1,0,9.899999999999975,0.5,37.5,0
2,300.6,310.5,1462,41.3,68,0,0,0,0,0,2025-01-05 02:57:00,35,70,77,1,1,9.899999999999975,0.7,53.9,0
1,300.5,310.4,1702,33.1,71,0,0,0,0,0,2025-01-05 02:58:00,28,48,74,0,0,9.899999999999975,0.48,35.52,0
1,300.5,310.5,1409,60.9,73,0,0,0,0,0,2025-01-05 02:59:00,23,77,45,1,0,10.0,0.77,34.65,0
2,300.6,310.6,1427,52.8,75,0,0,0,0,0,2025-01-05 03:00:00,34,92,42,2,0,10.0,0.92,38.64,0
1,300.6,310.7,1438,48.5,78,0,0,0,0,0,2025-01-05 03:01:00,31,49,40,0,0,10.099999999999966,0.49,19.6,1
1,300.7,310.7,1450,43.4,80,0,0,0,0,0,2025-01-05 03:02:00,22,93,57,0,0,10.0,0.93,53.010000000000005,0
1,300.7,310.7,1541,41.3,82,0,0,0,0,0,2025-01-05 03:03:00,33,66,62,0,1,10.0,0.66,40.92,0
2,300.7,310.6,1484,38.0,84,0,0,0,0,0,2025-01-05 03:04:00,36,60,71,0,1,9.900000000000034,0.6,42.6,0
2,300.8,310.8,1415,44.5,87,0,0,0,0,0,2025-01-05 03:05:00,38,47,68,2,1,10.0,0.47,31.96,0
1,300.7,310.8,1496,46.4,90,0,0,0,0,0,2025-01-05 03:06:00,25,49,62,0,1,10.100000000000025,0.49,30.38,0
2,300.7,310.8,1465,45.2,92,0,0,0,0,0,2025-01-05 03:07:00,23,40,75,2,1,10.100000000000025,0.4,30.0,0
1,300.7,310.8,2113,18.5,95,0,0,0,0,0,2025-01-05 03:08:00,26,73,45,1,1,10.100000000000025,0.73,32.85,0
2,300.7,310.8,1506,44.0,97,0,0,0,0,0,2025-01-05 03:09:00,38,93,56,2,0,10.100000000000025,0.93,52.080000000000005,0
1,300.7,310.8,1689,28.9,100,0,0,0,0,0,2025-01-05 03:10:00,36,63,57,0,0,10.100000000000025,0.63,35.910000000000004,0
1,300.7,310.9,1650,29.4,102,0,0,0,0,0,2025-01-05 03:11:00,35,94,70,1,0,10.199999999999989,0.94,65.8,0
1,300.7,310.8,1563,33.8,104,0,0,0,0,0,2025-01-05 03:12:00,34,84,45,1,1,10.100000000000025,0.84,37.8,0
2,300.7,310.9,1486,38.9,106,0,0,0,0,0,2025-01-05 03:13:00,27,30,73,1,0,10.199999999999989,0.3,21.9,0
1,300.8,310.9,1732,25.7,109,0,0,0,0,0,2025-01-05 03:14:00,38,67,83,0,0,10.099999999999966,0.67,55.61000000000001,0
1,300.7,310.8,1653,31.6,111,0,0,0,0,0,2025-01-05 03:15:00,27,38,83,2,0,10.100000000000025,0.38,31.54,0
1,300.7,310.9,1535,37.1,113,0,0,0,0,0,2025-01-05 03:16:00,37,100,66,2,0,10.199999999999989,1.0,66.0,0
1,300.7,310.9,1637,37.2,115,0,0,0,0,0,2025-01-05 03:17:00,35,46,75,0,0,10.199999999999989,0.46,34.5,0
1,300.6,310.8,1533,38.5,117,0,0,0,0,0,2025-01-05 03:18:00,39,81,87,0,1,10.199999999999989,0.81,70.47,0
1,300.6,310.8,1378,51.2,119,0,0,0,0,0,2025-01-05 03:19:00,38,47,81,1,1,10.199999999999989,0.47,38.07,0
1,300.5,310.7,1606,33.5,121,0,0,0,0,0,2025-01-05 03:20:00,29,92,64,2,0,10.199999999999989,0.92,58.88,0
1,300.3,310.7,1539,32.3,123,0,0,0,0,0,2025-01-05 03:21:00,36,62,49,0,0,10.399999999999975,0.62,30.38,0
1,300.5,310.8,1728,26.3,125,0,0,0,0,0,2025-01-05 03:22:00,32,33,78,0,1,10.300000000000011,0.33,25.74,0
0,300.4,310.7,1656,36.3,127,0,0,0,0,0,2025-01-05 03:23:00,32,81,85,2,1,10.300000000000011,0.81,68.85000000000001,0
0,300.5,310.8,1631,30.5,132,0,0,0,0,0,2025-01-05 03:24:00,26,38,78,1,0,10.300000000000011,0.38,29.64,0
0,300.5,310.9,1447,46.5,137,0,0,0,0,0,2025-01-05 03:25:00,29,93,51,1,0,10.399999999999975,0.93,47.43,0
1,300.4,310.8,1396,49.3,142,0,0,0,0,0,2025-01-05 03:26:00,21,59,50,1,1,10.400000000000034,0.59,29.5,0
