UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,timestamp,Timestamp,Ambient_Temperature,Load_Density,Humidity,Shift,Day_Type
6274,L53453,L,301.2,310.8,1711,28.9,38,0,0,0,0,0,0,2025-01-05 08:33:00,2025-01-05 08:33:00,26,38,66,Morning,Weekend
6275,M21134,M,301.2,310.7,1543,32.9,40,0,0,0,0,0,0,2025-01-05 08:34:00,2025-01-05 08:34:00,21,86,49,Morning,Weekend
6276,L53455,L,301.3,310.8,1628,32.2,43,0,0,0,0,0,0,2025-01-05 08:35:00,2025-01-05 08:35:00,23,74,64,Night,Weekend
6277,L53456,L,301.2,310.8,1233,64.6,45,0,0,0,0,0,0,2025-01-05 08:36:00,2025-01-05 08:36:00,40,47,88,Morning,Weekday
6278,L53457,L,301.2,310.8,1461,40.6,47,0,0,0,0,0,0,2025-01-05 08:37:00,2025-01-05 08:37:00,36,77,84,Morning,Weekday
6279,L53458,L,301.2,310.7,1568,38.3,49,0,0,0,0,0,0,2025-01-05 08:38:00,2025-01-05 08:38:00,20,71,72,Night,Weekday
6280,L53459,L,301.3,310.8,1432,54.4,51,0,0,0,0,0,0,2025-01-05 08:39:00,2025-01-05 08:39:00,29,70,50,Evening,Weekend
6281,M21140,M,301.2,310.7,1527,41.1,53,0,0,0,0,0,0,2025-01-05 08:40:00,2025-01-05 08:40:00,38,87,76,Night,Weekday
6282,M21141,M,301.3,310.8,1455,41.2,56,0,0,0,0,0,0,2025-01-05 08:41:00,2025-01-05 08:41:00,34,71,48,Night,Weekday
6283,M21142,M,301.3,310.8,1418,45.4,59,0,0,0,0,0,0,2025-01-05 08:42:00,2025-01-05 08:42:00,29,64,46,Evening,Weekend
6284,L53463,L,301.3,310.8,1719,29.5,62,0,0,0,0,0,0,2025-01-05 08:43:00,2025-01-05 08:43:00,38,67,46,Morning,Weekday
6285,M21144,M,301.2,310.8,1734,31.3,64,0,0,0,0,0,0,2025-01-05 08:44:00,2025-01-05 08:44:00,31,96,73,Night,Weekend
6286,M21145,M,301.2,310.7,1426,46.1,67,0,0,0,0,0,0,2025-01-05 08:45:00,2025-01-05 08:45:00,35,70,58,Night,Weekday
6287,L53466,L,301.1,310.6,1611,35.2,70,0,0,0,0,0,0,2025-01-05 08:46:00,2025-01-05 08:46:00,28,79,59,Evening,Weekend
6288,M21147,M,301.1,310.6,1479,41.1,72,0,0,0,0,0,0,2025-01-05 08:47:00,2025-01-05 08:47:00,34,74,89,Night,Weekend
6289,L53468,L,301.0,310.5,1317,50.9,75,0,0,0,0,0,0,2025-01-05 08:48:00,2025-01-05 08:48:00,36,100,81,Morning,Weekend
6290,L53469,L,301.0,310.5,1248,61.4,77,0,0,0,0,0,0,2025-01-05 08:49:00,2025-01-05 08:49:00,33,48,64,Evening,Weekday
6291,L53470,L,301.0,310.5,1932,21.7,79,0,0,0,0,0,0,2025-01-05 08:50:00,2025-01-05 08:50:00,37,46,44,Night,Weekend
6292,M21151,M,301.1,310.5,1547,35.8,81,0,0,0,0,0,0,2025-01-05 08:51:00,2025-01-05 08:51:00,21,94,87,Morning,Weekday
6293,L53472,L,301.0,310.4,1614,31.6,84,0,0,0,0,0,0,2025-01-05 08:52:00,2025-01-05 08:52:00,23,85,68,Morning,Weekday
6294,H35707,H,301.0,310.4,1512,44.9,86,0,0,0,0,0,0,2025-01-05 08:53:00,2025-01-05 08:53:00,37,70,66,Night,Weekend
6295,L53474,L,301.1,310.5,1529,38.7,91,0,0,0,0,0,0,2025-01-05 08:54:00,2025-01-05 08:54:00,26,71,64,Morning,Weekday
6296,H35709,H,301.1,310.6,1782,24.9,93,0,0,0,0,0,0,2025-01-05 08:55:00,2025-01-05 08:55:00,32,35,76,Evening,Weekday
6297,L53476,L,301.0,310.5,1429,39.4,98,0,0,0,0,0,0,2025-01-05 08:56:00,2025-01-05 08:56:00,34,98,54,Morning,Weekday
6298,M21157,M,301.1,310.5,1309,60.7,100,0,0,0,0,0,0,2025-01-05 08:57:00,2025-01-05 08:57:00,20,69,87,Evening,Weekend
6299,L53478,L,301.1,310.5,1428,44.1,103,0,0,0,0,0,0,2025-01-05 08:58:00,2025-01-05 08:58:00,30,70,43,Evening,Weekday
6300,L53479,L,301.2,310.6,1385,49.2,105,0,0,0,0,0,0,2025-01-05 08:59:00,2025-01-05 08:59:00,29,38,53,Evening,Weekday
6301,L53480,L,301.2,310.7,1517,39.4,107,0,0,0,0,0,0,2025-01-05 09:00:00,2025-01-05 09:00:00,24,37,88,Night,Weekday
6302,M21161,M,301.2,310.6,1576,39.6,109,0,0,0,0,0,0,2025-01-05 09:01:00,2025-01-05 09:01:00,35,73,56,Morning,Weekday
6303,L53482,L,301.2,310.6,1437,51.2,112,0,0,0,0,0,0,2025-01-05 09:02:00,2025-01-05 09:02:00,30,87,60,Night,Weekday
6304,H35717,H,301.2,310.6,1457,50.5,114,0,0,0,0,0,0,2025-01-05 09:03:00,2025-01-05 09:03:00,40,96,55,Night,Weekday
6305,L53484,L,301.1,310.5,1532,37.5,119,0,0,0,0,0,0,2025-01-05 09:04:00,2025-01-05 09:04:00,25,42,65,Evening,Weekend
6306,M21165,M,301.1,310.5,1603,32.6,121,0,0,0,0,0,0,2025-01-05 09:05:00,2025-01-05 09:05:00,28,48,48,Night,Weekend
6307,L53486,L,301.0,310.4,1563,34.4,124,0,0,0,0,0,0,2025-01-05 09:06:00,2025-01-05 09:06:00,32,78,41,Morning,Weekend
6308,L53487,L,301.0,310.3,1617,34.5,126,0,0,0,0,0,0,2025-01-05 09:07:00,2025-01-05 09:07:00,27,59,82,Night,Weekend
6309,M21168,M,300.8,310.1,1686,26.9,128,0,0,0,0,0,0,2025-01-05 09:08:00,2025-01-05 09:08:00,33,95,54,Night,Weekday
6310,L53489,L,300.9,310.2,1382,50.4,131,0,0,0,0,0,0,2025-01-05 09:09:00,2025-01-05 09:09:00,20,88,74,Evening,Weekday
6311,L53490,L,300.9,310.1,2090,17.8,133,0,0,0,0,0,0,2025-01-05 09:10:00,2025-01-05 09:10:00,36,82,63,Evening,Weekday
6312,L53491,L,300.9,310.3,1446,44.5,135,0,0,0,0,0,0,2025-01-05 09:11:00,2025-01-05 09:11:00,24,81,87,Night,Weekday
6313,M21172,M,300.9,310.2,1533,38.1,137,0,0,0,0,0,0,2025-01-05 09:12:00,2025-01-05 09:12:00,21,60,90,Evening,Weekend
6314,L53493,L,300.9,310.3,1440,47.6,140,0,0,0,0,0,0,2025-01-05 09:13:00,2025-01-05 09:13:00,28,44,77,Night,Weekend
6315,M21174,M,301.0,310.4,1793,25.0,142,0,0,0,0,0,0,2025-01-05 09:14:00,2025-01-05 09:14:00,23,49,53,Morning,Weekday
6316,M21175,M,301.0,310.4,1517,46.1,145,0,0,0,0,0,0,2025-01-05 09:15:00,2025-01-05 09:15:00,36,34,76,Morning,Weekday
6317,L53496,L,300.9,310.4,1544,36.0,148,0,0,0,0,0,0,2025-01-05 09:16:00,2025-01-05 09:16:00,36,36,76,Evening,Weekday
6318,L53497,L,300.9,310.3,1321,48.8,150,0,0,0,0,0,0,2025-01-05 09:17:00,2025-01-05 09:17:00,40,47,45,Morning,Weekend
6319,M21178,M,300.9,310.3,1416,50.9,152,0,0,0,0,0,0,2025-01-05 09:18:00,2025-01-05 09:18:00,37,85,57,Morning,Weekend
6320,L53499,L,300.8,310.2,1514,40.0,155,0,0,0,0,0,0,2025-01-05 09:19:00,2025-01-05 09:19:00,35,74,61,Night,Weekend
6321,M21180,M,300.8,310.2,1304,52.5,157,0,0,0,0,0,0,2025-01-05 09:20:00,2025-01-05 09:20:00,27,57,57,Evening,Weekday
6322,L53501,L,300.7,310.2,1286,64.9,160,0,0,0,0,0,0,2025-01-05 09:21:00,2025-01-05 09:21:00,30,79,90,Morning,Weekday
6323,M21182,M,300.7,310.1,1483,40.2,162,0,0,0,0,0,0,2025-01-05 09:22:00,2025-01-05 09:22:00,40,31,41,Evening,Weekday
6324,L53503,L,300.7,310.1,1351,46.9,165,0,0,0,0,0,0,2025-01-05 09:23:00,2025-01-05 09:23:00,40,97,71,Evening,Weekend
6325,M21184,M,300.7,310.1,1367,52.6,167,0,0,0,0,0,0,2025-01-05 09:24:00,2025-01-05 09:24:00,37,53,56,Evening,Weekend
6326,L53505,L,300.7,310.1,1721,32.3,170,0,0,0,0,0,0,2025-01-05 09:25:00,2025-01-05 09:25:00,29,77,40,Morning,Weekend
6327,L53506,L,300.6,310.0,1455,40.4,172,0,0,0,0,0,0,2025-01-05 09:26:00,2025-01-05 09:26:00,32,74,48,Evening,Weekday
6328,L53507,L,300.6,310.0,1425,49.5,174,0,0,0,0,0,0,2025-01-05 09:27:00,2025-01-05 09:27:00,36,87,52,Evening,Weekend
6329,L53508,L,300.7,310.0,1672,29.7,176,0,0,0,0,0,0,2025-01-05 09:28:00,2025-01-05 09:28:00,37,65,75,Night,Weekday
6330,M21189,M,300.7,310.0,1641,34.6,178,0,0,0,0,0,0,2025-01-05 09:29:00,2025-01-05 09:29:00,29,31,76,Night,Weekday
6331,M21190,M,300.5,310.0,1580,37.0,181,0,0,0,0,0,0,2025-01-05 09:30:00,2025-01-05 09:30:00,35,47,69,Night,Weekday
6332,H35745,H,300.5,310.0,1495,47.4,184,0,0,0,0,0,0,2025-01-05 09:31:00,2025-01-05 09:31:00,39,78,70,Night,Weekend
6333,M21192,M,300.5,309.9,1994,19.8,189,0,0,0,0,0,0,2025-01-05 09:32:00,2025-01-05 09:32:00,24,37,62,Evening,Weekend
6334,M21193,M,300.4,309.9,1415,31.8,192,0,0,0,0,0,0,2025-01-05 09:33:00,2025-01-05 09:33:00,32,87,89,Night,Weekend
6335,M21194,M,300.4,309.8,1725,30.4,195,0,0,0,0,0,0,2025-01-05 09:34:00,2025-01-05 09:34:00,37,44,67,Night,Weekend
6336,M21195,M,300.4,309.8,1430,43.4,198,0,0,0,0,0,0,2025-01-05 09:35:00,2025-01-05 09:35:00,36,46,49,Morning,Weekend
6337,L53516,L,300.4,309.8,1395,48.1,201,0,0,0,0,0,0,2025-01-05 09:36:00,2025-01-05 09:36:00,28,52,64,Night,Weekend
6338,M21197,M,300.4,309.8,1435,43.6,203,0,0,0,0,0,0,2025-01-05 09:37:00,2025-01-05 09:37:00,33,95,75,Night,Weekday
6339,L53518,L,300.4,309.9,1681,28.6,206,0,0,0,0,0,0,2025-01-05 09:38:00,2025-01-05 09:38:00,36,99,65,Morning,Weekend
6340,L53519,L,300.5,310.0,1451,48.6,208,0,0,0,0,0,0,2025-01-05 09:39:00,2025-01-05 09:39:00,23,56,65,Evening,Weekend
6341,H35754,H,300.5,309.9,1397,45.9,210,1,1,0,0,0,0,2025-01-05 09:40:00,2025-01-05 09:40:00,37,66,84,Evening,Weekday
6342,M21201,M,300.4,309.8,1421,47.2,0,0,0,0,0,0,0,2025-01-05 09:41:00,2025-01-05 09:41:00,39,78,52,Morning,Weekend
6343,M21202,M,300.3,309.8,1444,42.0,3,0,0,0,0,0,0,2025-01-05 09:42:00,2025-01-05 09:42:00,34,93,56,Morning,Weekend
6344,L53523,L,300.2,309.8,1827,23.0,6,0,0,0,0,0,0,2025-01-05 09:43:00,2025-01-05 09:43:00,30,63,79,Evening,Weekday
6345,H35758,H,300.2,309.8,1374,47.7,8,0,0,0,0,0,0,2025-01-05 09:44:00,2025-01-05 09:44:00,31,47,43,Night,Weekend
6346,L53525,L,300.2,309.8,1650,29.6,13,0,0,0,0,0,0,2025-01-05 09:45:00,2025-01-05 09:45:00,28,93,62,Morning,Weekday
6347,L53526,L,300.2,309.7,1275,60.7,15,0,0,0,0,0,0,2025-01-05 09:46:00,2025-01-05 09:46:00,32,73,74,Morning,Weekday
6348,L53527,L,300.2,309.7,1421,44.6,17,0,0,0,0,0,0,2025-01-05 09:47:00,2025-01-05 09:47:00,34,46,50,Morning,Weekday
6349,L53528,L,300.2,309.8,1557,33.8,19,0,0,0,0,0,0,2025-01-05 09:48:00,2025-01-05 09:48:00,34,88,51,Evening,Weekend
6350,L53529,L,300.1,309.8,1506,35.2,21,0,0,0,0,0,0,2025-01-05 09:49:00,2025-01-05 09:49:00,24,42,48,Evening,Weekday
6351,L53530,L,300.1,309.7,1362,49.1,23,0,0,0,0,0,0,2025-01-05 09:50:00,2025-01-05 09:50:00,38,81,54,Evening,Weekend
6352,L53531,L,300.0,309.7,1542,47.1,25,0,0,0,0,0,0,2025-01-05 09:51:00,2025-01-05 09:51:00,39,89,84,Evening,Weekday
6353,L53532,L,300.0,309.6,1496,38.8,27,0,0,0,0,0,0,2025-01-05 09:52:00,2025-01-05 09:52:00,33,71,76,Evening,Weekend
6354,M21213,M,300.0,309.6,1491,42.0,29,0,0,0,0,0,0,2025-01-05 09:53:00,2025-01-05 09:53:00,36,93,44,Night,Weekday
6355,L53534,L,300.1,309.6,1565,34.8,32,0,0,0,0,0,0,2025-01-05 09:54:00,2025-01-05 09:54:00,37,95,58,Night,Weekend
6356,L53535,L,300.1,309.7,1481,37.9,34,0,0,0,0,0,0,2025-01-05 09:55:00,2025-01-05 09:55:00,40,63,50,Evening,Weekend
6357,M21216,M,300.1,309.7,1420,48.4,36,0,0,0,0,0,0,2025-01-05 09:56:00,2025-01-05 09:56:00,22,100,48,Evening,Weekend
6358,L53537,L,300.2,309.8,1398,54.8,39,0,0,0,0,0,0,2025-01-05 09:57:00,2025-01-05 09:57:00,21,93,74,Evening,Weekend
6359,M21218,M,300.2,309.8,1466,45.7,41,0,0,0,0,0,0,2025-01-05 09:58:00,2025-01-05 09:58:00,20,62,89,Morning,Weekend
6360,L53539,L,300.1,309.8,1430,56.7,44,0,0,0,0,0,0,2025-01-05 09:59:00,2025-01-05 09:59:00,29,41,66,Morning,Weekend
6361,L53540,L,300.1,309.7,1441,40.1,46,0,0,0,0,0,0,2025-01-05 10:00:00,2025-01-05 10:00:00,38,48,52,Evening,Weekend
6362,M21221,M,300.1,309.7,1348,57.3,48,0,0,0,0,0,0,2025-01-05 10:01:00,2025-01-05 10:01:00,36,38,51,Evening,Weekend
6363,L53542,L,300.0,309.6,1738,28.7,51,0,0,0,0,0,0,2025-01-05 10:02:00,2025-01-05 10:02:00,31,46,48,Morning,Weekend
6364,M21223,M,300.0,309.6,1618,36.2,53,0,0,0,0,0,0,2025-01-05 10:03:00,2025-01-05 10:03:00,20,79,81,Morning,Weekday
6365,M21224,M,299.9,309.6,1489,41.7,56,0,0,0,0,0,0,2025-01-05 10:04:00,2025-01-05 10:04:00,31,68,67,Morning,Weekday
6366,M21225,M,299.9,309.5,1412,57.9,59,0,0,0,0,0,0,2025-01-05 10:05:00,2025-01-05 10:05:00,36,70,52,Morning,Weekday
6367,M21226,M,299.9,309.5,2065,18.1,62,0,0,0,0,0,0,2025-01-05 10:06:00,2025-01-05 10:06:00,22,39,59,Morning,Weekday
6368,L53547,L,300.0,309.6,1571,33.1,65,0,0,0,0,0,0,2025-01-05 10:07:00,2025-01-05 10:07:00,30,41,52,Evening,Weekday
6369,M21228,M,300.0,309.6,1423,48.7,67,0,0,0,0,0,0,2025-01-05 10:08:00,2025-01-05 10:08:00,36,44,66,Evening,Weekend
6370,H35783,H,300.0,309.5,1781,24.9,70,0,0,0,0,0,0,2025-01-05 10:09:00,2025-01-05 10:09:00,22,57,65,Morning,Weekday
6371,L53550,L,300.1,309.6,1321,46.9,75,0,0,0,0,0,0,2025-01-05 10:10:00,2025-01-05 10:10:00,27,33,68,Evening,Weekday
6372,L53551,L,300.1,309.6,1546,36.7,77,0,0,0,0,0,0,2025-01-05 10:11:00,2025-01-05 10:11:00,39,65,68,Morning,Weekday
6373,M21232,M,300.0,309.5,1879,22.4,79,0,0,0,0,0,0,2025-01-05 10:12:00,2025-01-05 10:12:00,23,94,61,Morning,Weekday
6374,H35787,H,300.0,309.5,1735,28.9,82,0,0,0,0,0,0,2025-01-05 10:13:00,2025-01-05 10:13:00,40,76,48,Morning,Weekend
6375,L53554,L,300.0,309.5,1506,38.8,87,0,0,0,0,0,0,2025-01-05 10:14:00,2025-01-05 10:14:00,26,68,63,Evening,Weekend
6376,H35789,H,300.0,309.6,1629,32.3,89,0,0,0,0,0,0,2025-01-05 10:15:00,2025-01-05 10:15:00,33,67,81,Evening,Weekday
6377,L53556,L,300.0,309.6,1694,28.7,94,0,0,0,0,0,0,2025-01-05 10:16:00,2025-01-05 10:16:00,33,73,58,Evening,Weekday
6378,L53557,L,300.1,309.6,1541,37.0,96,0,0,0,0,0,0,2025-01-05 10:17:00,2025-01-05 10:17:00,23,80,77,Evening,Weekday
6379,L53558,L,300.0,309.6,1514,44.6,98,0,0,0,0,0,0,2025-01-05 10:18:00,2025-01-05 10:18:00,35,55,70,Night,Weekday
6380,L53559,L,300.1,309.7,1485,45.9,100,0,0,0,0,0,0,2025-01-05 10:19:00,2025-01-05 10:19:00,20,65,78,Morning,Weekend
6381,L53560,L,300.2,309.8,1430,55.0,102,0,0,0,0,0,0,2025-01-05 10:20:00,2025-01-05 10:20:00,36,98,54,Morning,Weekend
6382,L53561,L,300.2,309.7,1771,27.1,104,0,0,0,0,0,0,2025-01-05 10:21:00,2025-01-05 10:21:00,29,30,71,Evening,Weekend
6383,L53562,L,300.2,309.8,1481,41.9,106,0,0,0,0,0,0,2025-01-05 10:22:00,2025-01-05 10:22:00,35,82,90,Evening,Weekday
6384,H35797,H,300.2,309.7,1483,43.8,108,0,0,0,0,0,0,2025-01-05 10:23:00,2025-01-05 10:23:00,35,35,85,Night,Weekend
6385,H35798,H,300.1,309.6,1463,45.1,113,0,0,0,0,0,0,2025-01-05 10:24:00,2025-01-05 10:24:00,27,66,87,Morning,Weekday
6386,L53565,L,300.1,309.7,1410,48.3,118,0,0,0,0,0,0,2025-01-05 10:25:00,2025-01-05 10:25:00,26,31,85,Morning,Weekend
6387,L53566,L,300.2,309.7,1656,34.3,120,0,0,0,0,0,0,2025-01-05 10:26:00,2025-01-05 10:26:00,25,98,68,Evening,Weekend
6388,M21247,M,300.2,309.8,1487,39.2,122,0,0,0,0,0,0,2025-01-05 10:27:00,2025-01-05 10:27:00,35,70,73,Evening,Weekday
6389,H35802,H,300.3,309.9,1509,46.6,125,0,0,0,0,0,0,2025-01-05 10:28:00,2025-01-05 10:28:00,39,80,48,Night,Weekend
6390,H35803,H,300.3,309.9,1677,30.1,130,0,0,0,0,0,0,2025-01-05 10:29:00,2025-01-05 10:29:00,35,76,74,Morning,Weekend
6391,L53570,L,300.3,309.8,1450,55.0,135,0,0,0,0,0,0,2025-01-05 10:30:00,2025-01-05 10:30:00,26,42,45,Night,Weekday
6392,M21251,M,300.2,309.7,1413,43.0,137,0,0,0,0,0,0,2025-01-05 10:31:00,2025-01-05 10:31:00,28,98,76,Morning,Weekend
6393,L53572,L,300.1,309.7,1680,33.8,140,0,0,0,0,0,0,2025-01-05 10:32:00,2025-01-05 10:32:00,33,95,53,Evening,Weekend
6394,L53573,L,300.2,309.7,1678,30.5,142,0,0,0,0,0,0,2025-01-05 10:33:00,2025-01-05 10:33:00,30,88,86,Night,Weekday
6395,M21254,M,300.2,309.7,1408,44.0,144,0,0,0,0,0,0,2025-01-05 10:34:00,2025-01-05 10:34:00,33,97,89,Evening,Weekend
6396,M21255,M,300.1,309.6,1376,52.1,147,0,0,0,0,0,0,2025-01-05 10:35:00,2025-01-05 10:35:00,26,88,88,Morning,Weekday
6397,L53576,L,300.0,309.6,1526,46.4,150,0,0,0,0,0,0,2025-01-05 10:36:00,2025-01-05 10:36:00,20,39,48,Morning,Weekday
6398,M21257,M,300.0,309.6,1587,32.6,152,0,0,0,0,0,0,2025-01-05 10:37:00,2025-01-05 10:37:00,32,42,58,Night,Weekday
6399,L53578,L,300.1,309.7,1351,58.2,155,0,0,0,0,0,0,2025-01-05 10:38:00,2025-01-05 10:38:00,39,31,62,Evening,Weekday
6400,M21259,M,300.1,309.6,1501,38.0,157,0,0,0,0,0,0,2025-01-05 10:39:00,2025-01-05 10:39:00,22,44,80,Morning,Weekday
6401,L53580,L,300.1,309.7,1601,35.8,160,0,0,0,0,0,0,2025-01-05 10:40:00,2025-01-05 10:40:00,39,75,67,Morning,Weekday
6402,M21261,M,300.0,309.6,1573,39.7,162,0,0,0,0,0,0,2025-01-05 10:41:00,2025-01-05 10:41:00,23,86,55,Night,Weekday
6403,M21262,M,300.1,309.6,1584,36.7,165,0,0,0,0,0,0,2025-01-05 10:42:00,2025-01-05 10:42:00,30,39,65,Night,Weekday
6404,L53583,L,300.1,309.6,1649,33.6,168,0,0,0,0,0,0,2025-01-05 10:43:00,2025-01-05 10:43:00,21,51,77,Evening,Weekday
6405,M21264,M,300.2,309.7,1183,61.4,170,0,0,0,0,0,0,2025-01-05 10:44:00,2025-01-05 10:44:00,33,37,79,Night,Weekday
6406,L53585,L,300.1,309.7,2151,17.5,173,0,0,0,0,0,0,2025-01-05 10:45:00,2025-01-05 10:45:00,31,50,64,Morning,Weekday
6407,L53586,L,300.2,309.8,1526,45.6,175,0,0,0,0,0,0,2025-01-05 10:46:00,2025-01-05 10:46:00,36,51,74,Evening,Weekday
6408,M21267,M,300.3,309.9,1611,29.0,177,0,0,0,0,0,0,2025-01-05 10:47:00,2025-01-05 10:47:00,31,74,44,Evening,Weekday
6409,L53588,L,300.3,309.9,1601,31.7,180,0,0,0,0,0,0,2025-01-05 10:48:00,2025-01-05 10:48:00,31,69,46,Evening,Weekend
6410,L53589,L,300.3,310.0,1560,40.8,182,0,0,0,0,0,0,2025-01-05 10:49:00,2025-01-05 10:49:00,20,51,62,Morning,Weekday
6411,L53590,L,300.4,310.1,1544,41.9,184,0,0,0,0,0,0,2025-01-05 10:50:00,2025-01-05 10:50:00,32,59,64,Night,Weekday
6412,M21271,M,300.4,310.0,1560,42.3,186,0,0,0,0,0,0,2025-01-05 10:51:00,2025-01-05 10:51:00,33,91,40,Evening,Weekday
6413,L53592,L,300.4,310.0,1423,44.2,189,0,0,0,0,0,0,2025-01-05 10:52:00,2025-01-05 10:52:00,21,74,61,Morning,Weekend
6414,L53593,L,300.4,310.1,1614,33.5,191,0,0,0,0,0,0,2025-01-05 10:53:00,2025-01-05 10:53:00,31,64,43,Night,Weekday
6415,M21274,M,300.4,310.1,1457,35.1,193,0,0,0,0,0,0,2025-01-05 10:54:00,2025-01-05 10:54:00,40,71,67,Evening,Weekend
6416,L53595,L,300.4,310.1,1503,42.2,196,0,0,0,0,0,0,2025-01-05 10:55:00,2025-01-05 10:55:00,35,34,87,Night,Weekday
6417,H35830,H,300.4,310.1,1484,38.0,198,0,0,0,0,0,0,2025-01-05 10:56:00,2025-01-05 10:56:00,23,56,53,Night,Weekend
6418,L53597,L,300.3,309.9,1540,39.9,203,0,0,0,0,0,0,2025-01-05 10:57:00,2025-01-05 10:57:00,27,99,72,Night,Weekend
6419,H35832,H,300.3,309.9,1405,52.1,205,0,0,0,0,0,0,2025-01-05 10:58:00,2025-01-05 10:58:00,21,91,43,Morning,Weekend
6420,H35833,H,300.3,309.9,1394,46.7,210,1,1,0,0,0,0,2025-01-05 10:59:00,2025-01-05 10:59:00,29,61,81,Evening,Weekend
6421,L53600,L,300.3,309.9,1518,36.4,0,0,0,0,0,0,0,2025-01-05 11:00:00,2025-01-05 11:00:00,28,37,50,Evening,Weekend
6422,L53601,L,300.3,309.9,1527,41.4,2,0,0,0,0,0,0,2025-01-05 11:01:00,2025-01-05 11:01:00,34,47,78,Evening,Weekday
6423,L53602,L,300.3,309.9,1377,55.3,4,0,0,0,0,0,0,2025-01-05 11:02:00,2025-01-05 11:02:00,32,44,71,Morning,Weekday
6424,M21283,M,300.3,310.0,1537,37.5,6,0,0,0,0,0,0,2025-01-05 11:03:00,2025-01-05 11:03:00,36,55,43,Night,Weekday
6425,M21284,M,300.3,310.0,1409,43.2,9,0,0,0,0,0,0,2025-01-05 11:04:00,2025-01-05 11:04:00,35,82,40,Morning,Weekend
6426,L53605,L,300.3,309.9,1393,56.1,12,0,0,0,0,0,0,2025-01-05 11:05:00,2025-01-05 11:05:00,21,73,65,Evening,Weekend
6427,L53606,L,300.2,309.7,1448,36.8,14,0,0,0,0,0,0,2025-01-05 11:06:00,2025-01-05 11:06:00,39,61,72,Night,Weekend
6428,L53607,L,300.2,309.8,1418,49.3,16,0,0,0,0,0,0,2025-01-05 11:07:00,2025-01-05 11:07:00,39,57,56,Morning,Weekend
6429,M21288,M,300.2,309.8,1743,24.1,18,0,0,0,0,0,0,2025-01-05 11:08:00,2025-01-05 11:08:00,33,68,66,Morning,Weekday
6430,M21289,M,300.2,309.8,1394,47.4,21,0,0,0,0,0,0,2025-01-05 11:09:00,2025-01-05 11:09:00,22,61,81,Morning,Weekend
6431,L53610,L,300.3,309.8,1523,39.2,24,0,0,0,0,0,0,2025-01-05 11:10:00,2025-01-05 11:10:00,31,47,44,Morning,Weekday
6432,L53611,L,300.2,309.8,1353,59.4,26,0,0,0,0,0,0,2025-01-05 11:11:00,2025-01-05 11:11:00,27,99,46,Night,Weekend
6433,M21292,M,300.3,309.9,1447,46.5,28,0,0,0,0,0,0,2025-01-05 11:12:00,2025-01-05 11:12:00,21,40,64,Morning,Weekend
6434,L53613,L,300.3,309.9,1570,34.0,31,0,0,0,0,0,0,2025-01-05 11:13:00,2025-01-05 11:13:00,23,61,47,Night,Weekend
6435,M21294,M,300.3,309.9,1494,38.5,33,0,0,0,0,0,0,2025-01-05 11:14:00,2025-01-05 11:14:00,33,49,73,Morning,Weekend
6436,L53615,L,300.3,309.9,1621,34.1,36,0,0,0,0,0,0,2025-01-05 11:15:00,2025-01-05 11:15:00,35,69,80,Evening,Weekend
6437,L53616,L,300.4,310.0,1769,26.1,38,0,0,0,0,0,0,2025-01-05 11:16:00,2025-01-05 11:16:00,38,37,43,Morning,Weekday
6438,L53617,L,300.4,310.0,1282,66.1,40,0,0,0,0,0,0,2025-01-05 11:17:00,2025-01-05 11:17:00,21,64,51,Morning,Weekend
6439,L53618,L,300.4,310.0,1581,30.3,42,0,0,0,0,0,0,2025-01-05 11:18:00,2025-01-05 11:18:00,31,98,70,Evening,Weekday
6440,L53619,L,300.6,310.1,1656,32.7,44,0,0,0,0,0,0,2025-01-05 11:19:00,2025-01-05 11:19:00,33,50,50,Night,Weekday
6441,L53620,L,300.6,310.2,1648,31.7,46,0,0,0,0,0,0,2025-01-05 11:20:00,2025-01-05 11:20:00,25,53,76,Morning,Weekend
6442,L53621,L,300.7,310.2,1639,31.4,48,0,0,0,0,0,0,2025-01-05 11:21:00,2025-01-05 11:21:00,32,46,83,Morning,Weekend
6443,L53622,L,300.7,310.2,1348,54.8,50,0,0,0,0,0,0,2025-01-05 11:22:00,2025-01-05 11:22:00,23,47,75,Evening,Weekend
6444,L53623,L,300.8,310.3,1537,33.3,52,0,0,0,0,0,0,2025-01-05 11:23:00,2025-01-05 11:23:00,37,41,84,Night,Weekend
6445,M21304,M,300.8,310.3,1270,61.0,54,0,0,0,0,0,0,2025-01-05 11:24:00,2025-01-05 11:24:00,31,45,61,Evening,Weekend
6446,L53625,L,300.7,310.3,1662,34.4,57,0,0,0,0,0,0,2025-01-05 11:25:00,2025-01-05 11:25:00,39,33,40,Morning,Weekend
6447,M21306,M,300.7,310.3,1471,40.2,59,0,0,0,0,0,0,2025-01-05 11:26:00,2025-01-05 11:26:00,40,63,89,Night,Weekday
6448,L53627,L,300.6,310.1,1337,45.8,62,0,0,0,0,0,0,2025-01-05 11:27:00,2025-01-05 11:27:00,38,75,43,Morning,Weekday
6449,H35862,H,300.7,310.2,1877,24.8,64,0,0,0,0,0,0,2025-01-05 11:28:00,2025-01-05 11:28:00,27,60,75,Evening,Weekend
